Rating_ID,Collab_ID,Brand_ID,Creator_ID,Score,Review_Text,Rated_At
RT_00157,CB_00157,BR_00014,CR_YT_225,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-04
RT_00158,CB_00158,BR_00091,CR_YT_102,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-06-04
RT_00159,CB_00159,BR_00005,CR_YT_083,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2024-09-23
RT_00160,CB_00160,BR_00064,CR_TK_110,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-06-18
RT_00161,CB_00161,BR_00095,CR_TK_132,3.9,"참여율 양호, 다음 캠페인 고려 중",2025-03-08
RT_00162,CB_00162,BR_00065,CR_YT_007,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-09-27
RT_00163,CB_00163,BR_00056,CR_YT_246,3.8,"전반적 만족, 일정 준수 양호",2024-11-28
RT_00164,CB_00164,BR_00066,CR_YT_096,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-16
RT_00165,CB_00165,BR_00055,CR_YT_102,4.6,"전환율 기대 이상, 강력 추천",2025-05-27
RT_00166,CB_00166,BR_00076,CR_TK_023,3.3,타깃 일치도 보통,2025-11-15
RT_00167,CB_00167,BR_00019,CR_YT_219,3.9,"전반적 만족, 일정 준수 양호",2024-04-29
RT_00168,CB_00168,BR_00090,CR_TK_025,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-09-29
RT_00169,CB_00169,BR_00039,CR_YT_057,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2024-11-13
RT_00170,CB_00170,BR_00007,CR_YT_094,4.4,"전반적 만족, 일정 준수 양호",2024-03-02
RT_00171,CB_00171,BR_00078,CR_YT_052,4.0,"전반적 만족, 일정 준수 양호",2025-04-24
RT_00172,CB_00172,BR_00086,CR_YT_007,4.1,"전반적 만족, 일정 준수 양호",2025-08-25
RT_00173,CB_00173,BR_00068,CR_TK_010,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-02-19
RT_00174,CB_00174,BR_00017,CR_TK_023,3.7,"전반적 만족, 일정 준수 양호",2025-10-01
RT_00175,CB_00175,BR_00025,CR_TK_061,4.3,"전반적 만족, 일정 준수 양호",2025-04-20
RT_00176,CB_00176,BR_00098,CR_YT_104,3.5,"전반적 만족, 일정 준수 양호",2025-08-13
RT_00177,CB_00177,BR_00098,CR_TK_137,3.0,타깃 일치도 보통,2025-08-31
RT_00178,CB_00178,BR_00009,CR_YT_248,3.6,"전반적 만족, 일정 준수 양호",2025-06-12
RT_00179,CB_00179,BR_00090,CR_TK_196,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-15
RT_00180,CB_00180,BR_00095,CR_TK_118,4.1,"참여율 양호, 다음 캠페인 고려 중",2025-04-22
RT_00181,CB_00181,BR_00097,CR_YT_261,3.4,일정 지연 있었으나 결과물 양호,2025-05-06
RT_00182,CB_00182,BR_00021,CR_YT_293,3.1,기대 대비 전환 소폭 미흡,2024-11-12
RT_00183,CB_00183,BR_00091,CR_TK_069,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-24
RT_00184,CB_00184,BR_00022,CR_YT_115,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-19
RT_00185,CB_00185,BR_00018,CR_YT_139,3.1,기대 대비 전환 소폭 미흡,2024-04-06
RT_00186,CB_00186,BR_00081,CR_TK_010,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-15
RT_00187,CB_00187,BR_00053,CR_TK_160,2.2,"타깃 불일치, 전환율 저조",2025-10-28
RT_00189,CB_00189,BR_00100,CR_YT_299,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-30
RT_00190,CB_00190,BR_00027,CR_TK_119,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-11
RT_00191,CB_00191,BR_00051,CR_YT_080,4.6,"타깃 참여율 우수, 재협업 의향 있음",2025-05-15
RT_00192,CB_00192,BR_00064,CR_YT_093,3.1,일정 지연 있었으나 결과물 양호,2025-05-23
RT_00193,CB_00193,BR_00024,CR_TK_032,3.9,"전반적 만족, 일정 준수 양호",2024-11-09
RT_00194,CB_00194,BR_00025,CR_YT_036,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-06-16
RT_00195,CB_00195,BR_00093,CR_YT_270,3.5,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-08
RT_00196,CB_00196,BR_00098,CR_TK_126,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-15
RT_00197,CB_00197,BR_00077,CR_YT_007,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-02-04
RT_00198,CB_00198,BR_00018,CR_YT_246,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-10-03
RT_00199,CB_00199,BR_00070,CR_TK_055,4.1,"참여율 양호, 다음 캠페인 고려 중",2025-01-09
RT_00200,CB_00200,BR_00066,CR_TK_154,4.5,"타깃 참여율 우수, 재협업 의향 있음",2025-04-08
RT_00201,CB_00201,BR_00046,CR_TK_036,3.8,"전반적 만족, 일정 준수 양호",2024-11-30
RT_00202,CB_00202,BR_00015,CR_YT_252,2.9,기대 대비 전환 소폭 미흡,2024-07-09
RT_00203,CB_00203,BR_00043,CR_YT_061,4.4,"전반적 만족, 일정 준수 양호",2025-01-31
RT_00204,CB_00204,BR_00077,CR_YT_093,3.3,기대 대비 전환 소폭 미흡,2025-04-19
RT_00205,CB_00205,BR_00014,CR_YT_139,3.5,"참여율 양호, 다음 캠페인 고려 중",2025-06-29
RT_00206,CB_00206,BR_00001,CR_TK_142,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-07-08
RT_00207,CB_00207,BR_00062,CR_TK_118,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-04-01
RT_00208,CB_00208,BR_00017,CR_YT_094,4.4,"전반적 만족, 일정 준수 양호",2025-03-09
RT_00209,CB_00209,BR_00082,CR_YT_171,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-07-01
RT_00210,CB_00210,BR_00069,CR_TK_121,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-10-30
RT_00211,CB_00211,BR_00096,CR_YT_113,4.6,"전환율 기대 이상, 강력 추천",2024-05-06
RT_00212,CB_00212,BR_00061,CR_TK_191,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-08
RT_00213,CB_00213,BR_00018,CR_YT_151,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-05-30
RT_00214,CB_00214,BR_00027,CR_TK_124,2.2,CPM 대비 성과 미흡,2024-09-03
RT_00215,CB_00215,BR_00094,CR_YT_014,3.5,"전반적 만족, 일정 준수 양호",2025-04-18
RT_00216,CB_00216,BR_00077,CR_TK_146,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-07-05
RT_00217,CB_00217,BR_00054,CR_YT_077,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-09-06
RT_00218,CB_00218,BR_00053,CR_TK_070,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-20
RT_00219,CB_00219,BR_00083,CR_YT_017,2.4,"타깃 불일치, 전환율 저조",2025-10-13
RT_00220,CB_00220,BR_00059,CR_YT_284,3.3,기대 대비 전환 소폭 미흡,2024-12-24
RT_00222,CB_00222,BR_00096,CR_TK_200,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-04
RT_00223,CB_00223,BR_00083,CR_YT_208,5.0,"전환율 기대 이상, 강력 추천",2025-03-08
RT_00224,CB_00224,BR_00014,CR_YT_040,4.9,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-04-11
RT_00225,CB_00225,BR_00014,CR_YT_034,2.3,CPM 대비 성과 미흡,2024-11-12
RT_00226,CB_00226,BR_00005,CR_YT_124,4.3,"전반적 만족, 일정 준수 양호",2024-10-27
RT_00227,CB_00227,BR_00006,CR_YT_025,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2024-12-08
RT_00228,CB_00228,BR_00051,CR_YT_257,4.0,"전반적 만족, 일정 준수 양호",2024-08-26
RT_00229,CB_00229,BR_00013,CR_YT_170,3.9,"전반적 만족, 일정 준수 양호",2025-06-04
RT_00230,CB_00230,BR_00049,CR_YT_245,3.0,타깃 일치도 보통,2025-09-15
RT_00231,CB_00231,BR_00012,CR_TK_188,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-10-08
RT_00232,CB_00232,BR_00065,CR_YT_265,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-12-27
RT_00233,CB_00233,BR_00047,CR_TK_020,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-04-07
RT_00234,CB_00234,BR_00079,CR_TK_011,3.8,"전반적 만족, 일정 준수 양호",2024-04-19
RT_00235,CB_00235,BR_00099,CR_TK_146,4.1,"참여율 양호, 다음 캠페인 고려 중",2025-02-24
RT_00236,CB_00236,BR_00059,CR_YT_161,2.5,타깃 일치도 보통,2024-08-05
RT_00237,CB_00237,BR_00023,CR_TK_064,4.7,"전환율 기대 이상, 강력 추천",2025-05-22
RT_00238,CB_00238,BR_00018,CR_TK_182,2.6,일정 지연 있었으나 결과물 양호,2024-08-08
RT_00239,CB_00239,BR_00080,CR_TK_170,4.3,"전반적 만족, 일정 준수 양호",2024-07-20
RT_00240,CB_00240,BR_00088,CR_YT_212,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-08-10
RT_00241,CB_00241,BR_00083,CR_YT_030,2.6,일정 지연 있었으나 결과물 양호,2024-12-13
RT_00242,CB_00242,BR_00052,CR_TK_138,4.4,"전반적 만족, 일정 준수 양호",2024-04-19
RT_00243,CB_00243,BR_00083,CR_YT_274,4.1,"전반적 만족, 일정 준수 양호",2025-05-19
RT_00244,CB_00244,BR_00099,CR_YT_222,4.3,"참여율 양호, 다음 캠페인 고려 중",2024-10-02
